Player Name,Team,Conference,Position Profile,Review Date,Video Type,Video Source,Video Score,Overall Video Rating,Video Grade,Status,Recommendation,Quantitative Match,Technical Ability,Tactical Awareness,Decision Making,Physical Attributes,Work Rate,Communication,Leadership,Composure,Key Observations,Strengths Identified,Weaknesses Identified,Red Flags,Additional Notes,Created At
Wren Brindlewood,Notre Dame,ACC,Center Back,2025-11-06,Possession Phases,Hudl,5.9,6.4,D,Reviewed - Pending Discussion,Watch Next Season,Strong match,5.9,7.7,6.5,6.1,6.1,6.3,5.2,7.3,"Reads the game well, steps into midfield to break lines.","Aerially dominant, comfortable on the ball, strong communicator.",Occasionally over-commits in 1v1 situations.,,Review #1. Sample taken from Pre-season friendlies.,2026-05-10 18:12:11
Onyx Mosseridge,West Virginia,Big 12,Centre Midfielder,2025-11-06,Full Match,Conference Network,6.7,6.4,D,Reviewed,Continue Tracking,Mixed signals,6.2,7.0,7.9,6.4,6.9,6.6,6.2,6.3,Connects defence to attack with consistent first-time passing.,"High work rate, two-way midfielder with good positional sense.",Can be passive when team is out of possession in transition.,,Review #2. Sample taken from Pre-season friendlies.,2026-05-10 18:12:11
Onyx Inglewood,Syracuse,ACC,Center Back,2025-11-04,Skills Showcase,Conference Network,7.3,7.0,C,Reviewed - Pending Discussion,Continue Tracking,Not assessed,5.9,7.8,6.0,7.1,6.3,6.3,7.1,7.6,"Reads the game well, steps into midfield to break lines.","Aerially dominant, comfortable on the ball, strong communicator.",Occasionally over-commits in 1v1 situations.,,Review #2. Sample taken from Conference Cup.,2026-05-10 18:12:11
Echo Farreach,LSU,SEC,Attacking Midfielder,2025-11-03,Attacking Reel,Club Provided,7.2,6.9,C,Reviewed,Continue Tracking,Not assessed,7.5,7.4,8.1,6.7,6.3,6.6,6.9,6.5,Shows creativity in tight spaces and good final-third decisions.,Excellent ball striking and ability to find half-spaces.,Decision making in counter-press moments needs refining.,,Review #1. Sample taken from Conference Cup.,2026-05-10 18:12:11
Marlowe Caelum,West Virginia,Big 12,Winger,2025-11-03,Set Piece Compilation,YouTube,8.5,8.0,B,Reviewed,Continue Tracking,Strong match,8.1,6.9,7.7,8.2,7.7,7.9,8.1,6.9,Direct 1v1 player who attacks the touchline and cuts inside.,"Pace, ball-carrying ability and willingness to track back.",End product (final ball) inconsistent across the sample reviewed.,,Review #1. Sample taken from National camp footage.,2026-05-10 18:12:11
Maeve Dunhollow,Virginia Tech,ACC,Attacking Midfielder,2025-10-31,Highlights,Coach Submitted,7.4,7.5,B,Archived,Sign Now,Not assessed,8.1,8.2,8.1,7.8,7.2,7.5,6.7,8.0,Shows creativity in tight spaces and good final-third decisions.,Excellent ball striking and ability to find half-spaces.,Decision making in counter-press moments needs refining.,,Review #1. Sample taken from Conference Cup.,2026-05-10 18:12:11
Saffron Frostvale,Oklahoma State,Big 12,Centre Midfielder,2025-10-29,Defensive Reel,YouTube,6.5,6.5,C,Reviewed,Watch Next Season,Strong match,5.6,6.6,6.9,5.8,7.5,6.1,7.0,6.8,Connects defence to attack with consistent first-time passing.,"High work rate, two-way midfielder with good positional sense.",Can be passive when team is out of possession in transition.,,Review #1. Sample taken from National camp footage.,2026-05-10 18:12:11
Clio Willowbrook,Tennessee,SEC,Attacking Midfielder,2025-10-28,Possession Phases,Wyscout,7.1,7.4,C,Archived,Sign Now,Not assessed,8.9,7.6,7.9,7.1,7.2,6.9,6.4,7.6,Shows creativity in tight spaces and good final-third decisions.,Excellent ball striking and ability to find half-spaces.,Decision making in counter-press moments needs refining.,,Review #1. Sample taken from Conference Cup.,2026-05-10 18:12:11
Marisol Farreach,Florida,SEC,Winger,2025-10-27,Skills Showcase,YouTube,8.7,8.6,A,Archived,Sign Now,Mixed signals,9.3,8.1,8.2,9.3,8.9,8.2,7.3,7.2,Direct 1v1 player who attacks the touchline and cuts inside.,"Pace, ball-carrying ability and willingness to track back.",End product (final ball) inconsistent across the sample reviewed.,,Review #1. Sample taken from National camp footage.,2026-05-10 18:12:11
Thalia Brindlewood,Tennessee,SEC,Attacking Midfielder,2025-10-27,Full Match,Conference Network,7.9,8.0,B,Reviewed,Continue Tracking,Weak match,8.5,7.9,9.0,8.0,7.2,8.6,8.0,7.7,Shows creativity in tight spaces and good final-third decisions.,Excellent ball striking and ability to find half-spaces.,Decision making in counter-press moments needs refining.,,Review #1. Sample taken from Conference Cup.,2026-05-10 18:12:11
Isolde Sterlin,Florida State,ACC,Center Back,2025-10-26,Possession Phases,Wyscout,6.4,6.4,D,Reviewed,Sign Now,Weak match,5.5,7.6,6.7,6.2,7.1,5.6,6.9,6.8,"Reads the game well, steps into midfield to break lines.","Aerially dominant, comfortable on the ball, strong communicator.",Occasionally over-commits in 1v1 situations.,,Review #1. Sample taken from National camp footage.,2026-05-10 18:12:11
Petra Wrenfield,South Carolina,SEC,Center Back,2025-10-26,Full Match,Wyscout,8.0,8.0,B,Reviewed,Continue Tracking,Strong match,7.2,8.0,7.0,8.8,8.1,8.1,8.5,7.9,"Reads the game well, steps into midfield to break lines.","Aerially dominant, comfortable on the ball, strong communicator.",Occasionally over-commits in 1v1 situations.,,Review #1. Sample taken from National camp footage.,2026-05-10 18:12:11
Lyra Brindlewood,Rutgers,Big Ten,Winger,2025-10-26,Set Piece Compilation,Hudl,6.1,5.7,D,Reviewed,Pass,Mixed signals,6.3,5.0,5.3,5.9,5.6,6.3,6.1,6.2,Direct 1v1 player who attacks the touchline and cuts inside.,"Pace, ball-carrying ability and willingness to track back.",End product (final ball) inconsistent across the sample reviewed.,,Review #1. Sample taken from Pre-season friendlies.,2026-05-10 18:12:11
Rowan Reedmoor,TCU,Big 12,Winger,2025-10-25,Set Piece Compilation,Wyscout,6.3,6.3,D,In Progress,Continue Tracking,Weak match,6.7,5.9,5.4,6.7,7.0,5.9,5.6,5.2,Direct 1v1 player who attacks the touchline and cuts inside.,"Pace, ball-carrying ability and willingness to track back.",End product (final ball) inconsistent across the sample reviewed.,,Review #1. Sample taken from National camp footage.,2026-05-10 18:12:11
Lyra Silverlin,BYU,Big 12,Centre Midfielder,2025-10-25,Highlights,YouTube,8.5,8.3,B,Archived,Sign Now,Strong match,8.2,8.6,9.0,8.4,9.4,8.2,7.8,8.9,Connects defence to attack with consistent first-time passing.,"High work rate, two-way midfielder with good positional sense.",Can be passive when team is out of possession in transition.,,Review #1. Sample taken from NCAA league play.,2026-05-10 18:12:11
Suri Oakenshield,Georgia,SEC,Center Back,2025-10-25,Highlights,Club Provided,8.0,7.9,B,Reviewed,Watch Next Season,Weak match,6.5,8.7,8.3,7.9,8.2,7.4,7.0,8.9,"Reads the game well, steps into midfield to break lines.","Aerially dominant, comfortable on the ball, strong communicator.",Occasionally over-commits in 1v1 situations.,,Review #2. Sample taken from National camp footage.,2026-05-10 18:12:11
Senna Daleforth,Wisconsin,Big Ten,Center Back,2025-10-23,Full Match,Hudl,7.2,7.0,C,In Progress,Pass,Mixed signals,5.7,7.9,6.6,8.0,6.6,7.5,6.4,7.7,"Reads the game well, steps into midfield to break lines.","Aerially dominant, comfortable on the ball, strong communicator.",Occasionally over-commits in 1v1 situations.,,Review #1. Sample taken from National camp footage.,2026-05-10 18:12:11
Phaedra Pennygrove,Texas A&M,SEC,Centre Midfielder,2025-10-23,Attacking Reel,Conference Network,6.0,6.4,D,Archived,Continue Tracking,Strong match,5.6,5.9,7.0,6.3,6.5,7.5,6.0,7.0,Connects defence to attack with consistent first-time passing.,"High work rate, two-way midfielder with good positional sense.",Can be passive when team is out of possession in transition.,,Review #1. Sample taken from Conference Cup.,2026-05-10 18:12:11
Quill Silverlin,UCLA,Big Ten,Center Back,2025-10-23,Skills Showcase,Hudl,7.4,7.4,C,Reviewed - Pending Discussion,Continue Tracking,Not assessed,7.3,8.7,7.0,8.4,7.4,7.3,6.4,8.4,"Reads the game well, steps into midfield to break lines.","Aerially dominant, comfortable on the ball, strong communicator.",Occasionally over-commits in 1v1 situations.,,Review #2. Sample taken from NCAA league play.,2026-05-10 18:12:11
Maeve Ashbourne-West,TCU,Big 12,Centre Midfielder,2025-10-22,Skills Showcase,Club Provided,6.1,6.5,C,Archived,Continue Tracking,Strong match,6.4,6.1,6.8,6.4,7.1,6.6,6.5,7.3,Connects defence to attack with consistent first-time passing.,"High work rate, two-way midfielder with good positional sense.",Can be passive when team is out of possession in transition.,,Review #1. Sample taken from Conference Cup.,2026-05-10 18:12:11
Marlowe Hartmere,West Virginia,Big 12,Attacking Midfielder,2025-10-22,Possession Phases,Coach Submitted,5.9,6.3,D,Reviewed - Pending Discussion,Watch Next Season,Not assessed,7.3,6.2,7.0,5.9,6.2,6.5,6.3,6.9,Shows creativity in tight spaces and good final-third decisions.,Excellent ball striking and ability to find half-spaces.,Decision making in counter-press moments needs refining.,,Review #1. Sample taken from Conference Cup.,2026-05-10 18:12:11
Fern Featherwyn,Alabama,SEC,Center Back,2025-10-20,Highlights,Coach Submitted,7.5,7.9,B,In Progress,Watch Next Season,Strong match,7.2,8.0,6.8,8.4,7.7,8.3,6.7,8.7,"Reads the game well, steps into midfield to break lines.","Aerially dominant, comfortable on the ball, strong communicator.",Occasionally over-commits in 1v1 situations.,,Review #1. Sample taken from Conference Cup.,2026-05-10 18:12:11
Petra Thornveil,Wisconsin,Big Ten,Centre Midfielder,2025-10-20,Possession Phases,Club Provided,8.0,7.7,B,Archived,Continue Tracking,Mixed signals,7.2,7.6,7.7,8.1,7.8,8.3,6.8,8.2,Connects defence to attack with consistent first-time passing.,"High work rate, two-way midfielder with good positional sense.",Can be passive when team is out of possession in transition.,,Review #2. Sample taken from Conference Cup.,2026-05-10 18:12:11
Rowan Reedmoor,TCU,Big 12,Winger,2025-10-20,Set Piece Compilation,Wyscout,6.7,6.5,C,In Progress,Watch Next Season,Strong match,7.0,6.8,5.7,7.6,7.1,6.9,6.1,6.0,Direct 1v1 player who attacks the touchline and cuts inside.,"Pace, ball-carrying ability and willingness to track back.",End product (final ball) inconsistent across the sample reviewed.,,Review #3. Sample taken from NCAA league play.,2026-05-10 18:12:11
Clio Cloudvane,Tennessee,SEC,Winger,2025-10-19,Set Piece Compilation,Club Provided,6.9,6.5,C,Reviewed - Pending Discussion,Continue Tracking,Weak match,7.1,6.3,5.4,6.8,6.8,6.3,5.7,5.7,Direct 1v1 player who attacks the touchline and cuts inside.,"Pace, ball-carrying ability and willingness to track back.",End product (final ball) inconsistent across the sample reviewed.,,Review #1. Sample taken from National camp footage.,2026-05-10 18:12:11
Sigrid Brackenfeld,Wisconsin,Big Ten,Winger,2025-10-18,Possession Phases,Conference Network,6.6,6.4,D,In Progress,Continue Tracking,Weak match,6.6,6.6,6.1,7.5,7.3,6.5,5.5,5.4,Direct 1v1 player who attacks the touchline and cuts inside.,"Pace, ball-carrying ability and willingness to track back.",End product (final ball) inconsistent across the sample reviewed.,,Review #1. Sample taken from Conference Cup.,2026-05-10 18:12:11
Cinder Kestrelin,Notre Dame,ACC,Center Back,2025-10-17,Highlights,Conference Network,6.6,6.5,C,Reviewed - Pending Discussion,Continue Tracking,Strong match,5.6,7.0,6.8,7.3,6.7,6.5,5.9,7.1,"Reads the game well, steps into midfield to break lines.","Aerially dominant, comfortable on the ball, strong communicator.",Occasionally over-commits in 1v1 situations.,,Review #1. Sample taken from Pre-season friendlies.,2026-05-10 18:12:11
Xanthe Mosseridge,Iowa State,Big 12,Attacking Midfielder,2025-10-17,Set Piece Compilation,Coach Submitted,7.7,7.7,B,Reviewed - Pending Discussion,Continue Tracking,Weak match,8.1,7.3,8.6,7.1,7.0,7.3,7.3,7.5,Shows creativity in tight spaces and good final-third decisions.,Excellent ball striking and ability to find half-spaces.,Decision making in counter-press moments needs refining.,,Review #1. Sample taken from Pre-season friendlies.,2026-05-10 18:12:11
Idalia Kestrelin,Texas A&M,SEC,Center Back,2025-10-17,Attacking Reel,Coach Submitted,6.3,6.2,D,Reviewed - Pending Discussion,Continue Tracking,Weak match,5.5,7.8,6.0,6.3,5.6,5.6,6.1,7.6,"Reads the game well, steps into midfield to break lines.","Aerially dominant, comfortable on the ball, strong communicator.",Occasionally over-commits in 1v1 situations.,,Review #2. Sample taken from National camp footage.,2026-05-10 18:12:11
Sorrel Dunhollow,BYU,Big 12,Center Back,2025-10-16,Possession Phases,Hudl,6.5,6.6,C,Archived,Watch Next Season,Weak match,5.5,7.2,6.9,7.6,6.7,6.0,6.8,7.2,"Reads the game well, steps into midfield to break lines.","Aerially dominant, comfortable on the ball, strong communicator.",Occasionally over-commits in 1v1 situations.,,Review #1. Sample taken from NCAA league play.,2026-05-10 18:12:11
Persephone Beechmoor,Houston,Big 12,Winger,2025-10-16,Attacking Reel,YouTube,6.5,6.0,D,Archived,Continue Tracking,Strong match,6.6,5.9,6.7,7.2,6.7,6.1,6.2,5.0,Direct 1v1 player who attacks the touchline and cuts inside.,"Pace, ball-carrying ability and willingness to track back.",End product (final ball) inconsistent across the sample reviewed.,,Review #1. Sample taken from Pre-season friendlies.,2026-05-10 18:12:11
Lyra Hollowmere,Duke,ACC,Center Back,2025-10-16,Defensive Reel,Wyscout,6.5,6.4,D,Archived,Continue Tracking,Strong match,5.8,8.3,6.9,6.4,6.7,6.3,5.8,7.1,"Reads the game well, steps into midfield to break lines.","Aerially dominant, comfortable on the ball, strong communicator.",Occasionally over-commits in 1v1 situations.,,Review #1. Sample taken from Pre-season friendlies.,2026-05-10 18:12:11
Seraphina Mosseridge,Wisconsin,Big Ten,Attacking Midfielder,2025-10-16,Highlights,Coach Submitted,6.0,6.2,D,In Progress,Pass,Not assessed,7.7,5.4,5.7,5.4,5.2,6.5,6.0,5.7,Shows creativity in tight spaces and good final-third decisions.,Excellent ball striking and ability to find half-spaces.,Decision making in counter-press moments needs refining.,,Review #1. Sample taken from National camp footage.,2026-05-10 18:12:11
Wren Coldfen,Oklahoma State,Big 12,Attacking Midfielder,2025-10-15,Full Match,Hudl,7.6,7.7,B,Reviewed,Sign Now,Not assessed,9.2,8.0,8.0,8.0,7.1,6.8,7.9,7.4,Shows creativity in tight spaces and good final-third decisions.,Excellent ball striking and ability to find half-spaces.,Decision making in counter-press moments needs refining.,,Review #1. Sample taken from NCAA league play.,2026-05-10 18:12:11
Suri Yarrowfen,West Virginia,Big 12,Centre Midfielder,2025-10-14,Attacking Reel,YouTube,8.2,7.7,B,Reviewed - Pending Discussion,Sign Now,Weak match,6.4,7.6,8.7,6.6,7.2,7.7,7.9,7.7,Connects defence to attack with consistent first-time passing.,"High work rate, two-way midfielder with good positional sense.",Can be passive when team is out of possession in transition.,,Review #1. Sample taken from National camp footage.,2026-05-10 18:12:11
Esme Cloudvane,Syracuse,ACC,Attacking Midfielder,2025-10-13,Skills Showcase,Club Provided,6.9,6.7,C,Reviewed,Continue Tracking,Not assessed,7.9,6.4,7.3,6.5,6.0,6.5,5.8,6.5,Shows creativity in tight spaces and good final-third decisions.,Excellent ball striking and ability to find half-spaces.,Decision making in counter-press moments needs refining.,,Review #1. Sample taken from Conference Cup.,2026-05-10 18:12:11
Anouk Vossen,Oklahoma State,Big 12,Winger,2025-10-12,Set Piece Compilation,Wyscout,7.5,7.7,B,Archived,Continue Tracking,Not assessed,7.9,7.9,7.7,7.8,7.3,7.7,6.8,7.5,Direct 1v1 player who attacks the touchline and cuts inside.,"Pace, ball-carrying ability and willingness to track back.",End product (final ball) inconsistent across the sample reviewed.,,Review #2. Sample taken from Conference Cup.,2026-05-10 18:12:11
Kestrel Embervale,Virginia,ACC,Centre Midfielder,2025-10-12,Possession Phases,Hudl,8.1,7.8,B,Reviewed - Pending Discussion,Continue Tracking,Weak match,7.5,6.9,8.4,7.3,8.9,8.2,8.1,8.4,Connects defence to attack with consistent first-time passing.,"High work rate, two-way midfielder with good positional sense.",Can be passive when team is out of possession in transition.,,Review #2. Sample taken from National camp footage.,2026-05-10 18:12:11
Esme Inglewood,Baylor,Big 12,Attacking Midfielder,2025-10-11,Full Match,Conference Network,6.8,7.0,C,Reviewed,Watch Next Season,Strong match,8.3,7.2,6.9,6.4,6.9,7.2,7.0,7.9,Shows creativity in tight spaces and good final-third decisions.,Excellent ball striking and ability to find half-spaces.,Decision making in counter-press moments needs refining.,,Review #1. Sample taken from Pre-season friendlies.,2026-05-10 18:12:11
Caspia Caelum,Auburn,SEC,Attacking Midfielder,2025-10-10,Full Match,Club Provided,7.9,8.1,B,In Progress,Sign Now,Mixed signals,8.9,8.1,7.8,8.0,8.7,7.4,7.7,8.0,Shows creativity in tight spaces and good final-third decisions.,Excellent ball striking and ability to find half-spaces.,Decision making in counter-press moments needs refining.,,Review #1. Sample taken from Conference Cup.,2026-05-10 18:12:11
Beatrix Beechmoor,USC,Big Ten,Winger,2025-10-10,Defensive Reel,Wyscout,6.7,6.4,D,Reviewed,Watch Next Season,Not assessed,6.7,5.7,6.6,7.0,6.1,6.1,6.4,5.2,Direct 1v1 player who attacks the touchline and cuts inside.,"Pace, ball-carrying ability and willingness to track back.",End product (final ball) inconsistent across the sample reviewed.,,Review #1. Sample taken from National camp footage.,2026-05-10 18:12:11
Iolanthe Brackenfeld,UCLA,Big Ten,Winger,2025-10-09,Full Match,YouTube,7.6,7.7,B,Reviewed - Pending Discussion,Continue Tracking,Mixed signals,8.0,8.0,7.6,7.9,8.6,6.9,7.5,7.7,Direct 1v1 player who attacks the touchline and cuts inside.,"Pace, ball-carrying ability and willingness to track back.",End product (final ball) inconsistent across the sample reviewed.,,Review #1. Sample taken from National camp footage.,2026-05-10 18:12:11
Margaux Cloudvane,Indiana,Big Ten,Attacking Midfielder,2025-10-08,Skills Showcase,Club Provided,7.4,7.3,C,Reviewed,Sign Now,Strong match,8.5,7.1,7.0,6.4,7.5,7.1,7.0,6.7,Shows creativity in tight spaces and good final-third decisions.,Excellent ball striking and ability to find half-spaces.,Decision making in counter-press moments needs refining.,,Review #3. Sample taken from National camp footage.,2026-05-10 18:12:11
Persephone Hollowmere,Kansas,Big 12,Winger,2025-10-08,Highlights,YouTube,7.6,7.1,C,In Progress,Continue Tracking,Weak match,7.6,6.8,7.8,8.0,8.0,7.1,6.5,6.2,Direct 1v1 player who attacks the touchline and cuts inside.,"Pace, ball-carrying ability and willingness to track back.",End product (final ball) inconsistent across the sample reviewed.,,Review #3. Sample taken from Pre-season friendlies.,2026-05-10 18:12:11
Lark Embermoor,Louisville,ACC,Attacking Midfielder,2025-10-07,Full Match,Coach Submitted,7.1,7.6,B,In Progress,Watch Next Season,Strong match,9.0,7.2,7.9,7.5,7.7,7.2,7.4,7.9,Shows creativity in tight spaces and good final-third decisions.,Excellent ball striking and ability to find half-spaces.,Decision making in counter-press moments needs refining.,,Review #1. Sample taken from Pre-season friendlies.,2026-05-10 18:12:11
Thora Featherwyn,Georgia,SEC,Center Back,2025-10-07,Skills Showcase,Club Provided,6.4,6.2,D,Reviewed - Pending Discussion,Pass,Not assessed,5.2,7.5,5.9,7.1,6.2,5.9,6.0,6.2,"Reads the game well, steps into midfield to break lines.","Aerially dominant, comfortable on the ball, strong communicator.",Occasionally over-commits in 1v1 situations.,,Review #1. Sample taken from NCAA league play.,2026-05-10 18:12:11
Onyx Inglewood,Syracuse,ACC,Center Back,2025-10-07,Attacking Reel,Coach Submitted,7.2,7.0,C,Reviewed - Pending Discussion,Continue Tracking,Weak match,6.1,8.2,5.9,7.3,6.3,6.0,7.2,7.1,"Reads the game well, steps into midfield to break lines.","Aerially dominant, comfortable on the ball, strong communicator.",Occasionally over-commits in 1v1 situations.,,Review #1. Sample taken from National camp footage.,2026-05-10 18:12:11
Yara Ashbourne-West,Texas Tech,Big 12,Center Back,2025-10-07,Defensive Reel,Hudl,6.7,6.5,C,Reviewed - Pending Discussion,Continue Tracking,Mixed signals,5.1,6.9,5.7,7.0,6.8,6.8,5.5,7.7,"Reads the game well, steps into midfield to break lines.","Aerially dominant, comfortable on the ball, strong communicator.",Occasionally over-commits in 1v1 situations.,,Review #1. Sample taken from NCAA league play.,2026-05-10 18:12:11
Tamsin Drystan,Boston College,ACC,Center Back,2025-10-06,Possession Phases,Wyscout,6.7,7.2,C,Reviewed - Pending Discussion,Sign Now,Mixed signals,6.5,7.6,7.3,8.6,6.7,7.4,7.3,7.9,"Reads the game well, steps into midfield to break lines.","Aerially dominant, comfortable on the ball, strong communicator.",Occasionally over-commits in 1v1 situations.,,Review #1. Sample taken from Pre-season friendlies.,2026-05-10 18:12:11
Orla Kestrelin,Maryland,Big Ten,Attacking Midfielder,2025-10-05,Defensive Reel,Hudl,7.0,7.0,C,Reviewed,Watch Next Season,Weak match,8.4,6.5,7.3,6.7,6.2,6.9,7.3,6.7,Shows creativity in tight spaces and good final-third decisions.,Excellent ball striking and ability to find half-spaces.,Decision making in counter-press moments needs refining.,,Review #2. Sample taken from NCAA league play.,2026-05-10 18:12:11
Beatrix Quillane,Indiana,Big Ten,Attacking Midfielder,2025-10-04,Possession Phases,YouTube,7.9,8.0,B,Reviewed - Pending Discussion,Continue Tracking,Weak match,8.5,6.9,8.9,6.8,7.5,8.5,7.4,7.4,Shows creativity in tight spaces and good final-third decisions.,Excellent ball striking and ability to find half-spaces.,Decision making in counter-press moments needs refining.,,Review #1. Sample taken from NCAA league play.,2026-05-10 18:12:11
Thalia Dunhollow,Northwestern,Big Ten,Center Back,2025-10-04,Attacking Reel,Wyscout,7.1,7.6,B,Reviewed,Sign Now,Strong match,6.8,7.7,7.0,8.0,7.8,6.7,7.8,8.6,"Reads the game well, steps into midfield to break lines.","Aerially dominant, comfortable on the ball, strong communicator.",Occasionally over-commits in 1v1 situations.,,Review #2. Sample taken from Pre-season friendlies.,2026-05-10 18:12:11
Wren Yarrowfen,Maryland,Big Ten,Centre Midfielder,2025-10-04,Skills Showcase,Coach Submitted,7.7,7.6,B,Reviewed,Pass,Strong match,7.1,6.6,7.8,6.5,8.2,7.1,7.9,8.1,Connects defence to attack with consistent first-time passing.,"High work rate, two-way midfielder with good positional sense.",Can be passive when team is out of possession in transition.,,Review #2. Sample taken from National camp footage.,2026-05-10 18:12:11
Faye Quillane,Virginia,ACC,Winger,2025-10-02,Defensive Reel,Hudl,7.4,7.6,B,Reviewed - Pending Discussion,Sign Now,Mixed signals,7.9,7.2,7.6,8.9,8.5,6.7,8.1,6.4,Direct 1v1 player who attacks the touchline and cuts inside.,"Pace, ball-carrying ability and willingness to track back.",End product (final ball) inconsistent across the sample reviewed.,,Review #1. Sample taken from National camp footage.,2026-05-10 18:12:11
Anouk Caelum,Florida,SEC,Attacking Midfielder,2025-10-02,Full Match,Coach Submitted,8.5,8.3,B,Archived,Sign Now,Not assessed,9.6,7.4,8.0,7.8,8.4,8.1,7.3,8.8,Shows creativity in tight spaces and good final-third decisions.,Excellent ball striking and ability to find half-spaces.,Decision making in counter-press moments needs refining.,,Review #1. Sample taken from Pre-season friendlies.,2026-05-10 18:12:11
Cinder Heatherwell,Rutgers,Big Ten,Attacking Midfielder,2025-10-02,Skills Showcase,Wyscout,8.1,8.1,B,In Progress,Watch Next Season,Weak match,9.3,8.0,8.7,7.4,8.4,8.1,7.9,8.0,Shows creativity in tight spaces and good final-third decisions.,Excellent ball striking and ability to find half-spaces.,Decision making in counter-press moments needs refining.,Tracking minor knee discomfort - monitor in next clip set.,Review #1. Sample taken from NCAA league play.,2026-05-10 18:12:11
Tabitha Saltmarsh,UCLA,Big Ten,Attacking Midfielder,2025-10-02,Highlights,Wyscout,7.2,7.6,B,In Progress,Sign Now,Strong match,8.9,7.0,8.6,8.2,7.0,8.2,7.8,7.6,Shows creativity in tight spaces and good final-third decisions.,Excellent ball striking and ability to find half-spaces.,Decision making in counter-press moments needs refining.,,Review #2. Sample taken from Conference Cup.,2026-05-10 18:12:11
Suri Featherwyn,West Virginia,Big 12,Center Back,2025-10-01,Set Piece Compilation,Club Provided,6.9,6.9,C,Archived,Pass,Weak match,6.8,8.3,5.8,6.6,6.7,7.3,5.8,7.7,"Reads the game well, steps into midfield to break lines.","Aerially dominant, comfortable on the ball, strong communicator.",Occasionally over-commits in 1v1 situations.,,Review #1. Sample taken from Pre-season friendlies.,2026-05-10 18:12:11
Vivienne Silverlin,West Virginia,Big 12,Center Back,2025-09-30,Highlights,Coach Submitted,7.5,8.0,B,Archived,Continue Tracking,Not assessed,7.0,8.2,7.9,7.8,8.6,8.4,7.6,8.8,"Reads the game well, steps into midfield to break lines.","Aerially dominant, comfortable on the ball, strong communicator.",Occasionally over-commits in 1v1 situations.,,Review #1. Sample taken from Pre-season friendlies.,2026-05-10 18:12:11
Juno Stormhaven,Iowa State,Big 12,Center Back,2025-09-28,Attacking Reel,Wyscout,5.4,5.8,D,Archived,Watch Next Season,Mixed signals,5.6,6.2,5.8,6.7,5.2,5.3,6.1,6.1,"Reads the game well, steps into midfield to break lines.","Aerially dominant, comfortable on the ball, strong communicator.",Occasionally over-commits in 1v1 situations.,,Review #1. Sample taken from Conference Cup.,2026-05-10 18:12:11
Halcyon Kestrelin,Virginia Tech,ACC,Attacking Midfielder,2025-09-28,Possession Phases,Conference Network,8.0,7.6,B,In Progress,Watch Next Season,Not assessed,8.7,6.9,7.0,6.4,7.7,7.5,6.6,7.7,Shows creativity in tight spaces and good final-third decisions.,Excellent ball striking and ability to find half-spaces.,Decision making in counter-press moments needs refining.,,Review #2. Sample taken from Conference Cup.,2026-05-10 18:12:11
Vivienne Heatherwell,Florida,SEC,Centre Midfielder,2025-09-27,Highlights,YouTube,6.9,7.1,C,In Progress,Watch Next Season,Not assessed,6.7,6.8,8.3,7.2,7.7,7.3,7.4,7.0,Connects defence to attack with consistent first-time passing.,"High work rate, two-way midfielder with good positional sense.",Can be passive when team is out of possession in transition.,,Review #1. Sample taken from Conference Cup.,2026-05-10 18:12:11
Margaux Cloudvane,Indiana,Big Ten,Attacking Midfielder,2025-09-27,Defensive Reel,Hudl,7.1,7.0,C,Reviewed - Pending Discussion,Watch Next Season,Mixed signals,7.3,6.3,7.5,6.9,6.2,7.4,7.4,6.7,Shows creativity in tight spaces and good final-third decisions.,Excellent ball striking and ability to find half-spaces.,Decision making in counter-press moments needs refining.,,Review #1. Sample taken from NCAA league play.,2026-05-10 18:12:11
Prudence Larkmore,Louisville,ACC,Center Back,2025-09-26,Set Piece Compilation,Club Provided,6.5,6.0,D,Archived,Continue Tracking,Strong match,5.0,6.2,6.4,6.5,5.2,6.0,5.9,6.7,"Reads the game well, steps into midfield to break lines.","Aerially dominant, comfortable on the ball, strong communicator.",Occasionally over-commits in 1v1 situations.,Tracking minor knee discomfort - monitor in next clip set.,Review #1. Sample taken from National camp footage.,2026-05-10 18:12:11
Sable Brindlewood,Texas Tech,Big 12,Attacking Midfielder,2025-09-26,Defensive Reel,Wyscout,7.0,7.5,B,Reviewed - Pending Discussion,Continue Tracking,Strong match,8.5,7.1,8.6,7.6,7.0,6.8,7.9,7.2,Shows creativity in tight spaces and good final-third decisions.,Excellent ball striking and ability to find half-spaces.,Decision making in counter-press moments needs refining.,,Review #2. Sample taken from Conference Cup.,2026-05-10 18:12:11
Maeve Lindenmark,Indiana,Big Ten,Centre Midfielder,2025-09-25,Possession Phases,Club Provided,6.6,6.4,D,Reviewed,Sign Now,Not assessed,6.1,5.6,6.2,5.4,7.2,6.5,5.7,6.1,Connects defence to attack with consistent first-time passing.,"High work rate, two-way midfielder with good positional sense.",Can be passive when team is out of possession in transition.,,Review #1. Sample taken from Conference Cup.,2026-05-10 18:12:11
Opal Silverlin,Florida,SEC,Attacking Midfielder,2025-09-25,Attacking Reel,YouTube,6.6,6.4,D,Reviewed,Watch Next Season,Mixed signals,7.7,6.7,7.4,6.1,6.3,7.1,5.6,6.5,Shows creativity in tight spaces and good final-third decisions.,Excellent ball striking and ability to find half-spaces.,Decision making in counter-press moments needs refining.,,Review #1. Sample taken from Conference Cup.,2026-05-10 18:12:11
